doc_number,token,freq,max_freq,n,N,log_factor,poids
3,could,1,1,1,6,0.8450980400142568,0.8450980400142568
3,dataset,1,1,4,6,0.3979400086720376,0.3979400086720376
3,demonstr,1,1,3,6,0.47712125471966244,0.47712125471966244
3,design,1,1,1,6,0.8450980400142568,0.8450980400142568
3,discret,1,1,1,6,0.8450980400142568,0.8450980400142568
3,distil,1,1,1,6,0.8450980400142568,0.8450980400142568
3,e,1,1,1,6,0.8450980400142568,0.8450980400142568
3,effect,1,1,3,6,0.47712125471966244,0.47712125471966244
3,effici,1,1,2,6,0.6020599913279624,0.6020599913279624
3,enough,1,1,1,6,0.8450980400142568,0.8450980400142568
3,experiment,1,1,2,6,0.6020599913279624,0.6020599913279624
3,extens,1,1,1,6,0.8450980400142568,0.8450980400142568
3,fill,1,1,1,6,0.8450980400142568,0.8450980400142568
3,find,1,1,2,6,0.6020599913279624,0.6020599913279624
3,fine,1,1,3,6,0.47712125471966244,0.47712125471966244
3,g,1,1,1,6,0.8450980400142568,0.8450980400142568
3,given,1,1,2,6,0.6020599913279624,0.6020599913279624
3,id,1,1,1,6,0.8450980400142568,0.8450980400142568
3,immedi,1,1,1,6,0.8450980400142568,0.8450980400142568
3,improv,1,1,4,6,0.3979400086720376,0.3979400086720376
3,infer,1,1,1,6,0.8450980400142568,0.8450980400142568
3,inform,1,1,4,6,0.3979400086720376,0.3979400086720376
3,input,1,1,3,6,0.47712125471966244,0.47712125471966244
3,inspir,1,1,2,6,0.6020599913279624,0.6020599913279624
3,item,1,1,2,6,0.6020599913279624,0.6020599913279624
3,languag,1,1,6,6,0.3010299956639812,0.3010299956639812
3,larg,1,1,6,6,0.3010299956639812,0.3010299956639812
3,limit,1,1,2,6,0.6020599913279624,0.6020599913279624
3,llm,1,1,5,6,0.3424226808222063,0.3424226808222063
3,long,1,1,1,6,0.8450980400142568,0.8450980400142568
3,manifest,1,1,1,6,0.8450980400142568,0.8450980400142568
3,may,1,1,1,6,0.8450980400142568,0.8450980400142568
3,model,1,1,6,6,0.3010299956639812,0.3010299956639812
3,mostli,1,1,1,6,0.8450980400142568,0.8450980400142568
3,multi,1,1,1,6,0.8450980400142568,0.8450980400142568
3,n,1,1,1,6,0.8450980400142568,0.8450980400142568
3,need,1,1,2,6,0.6020599913279624,0.6020599913279624
3,noisi,1,1,1,6,0.8450980400142568,0.8450980400142568
3,plain,1,1,1,6,0.8450980400142568,0.8450980400142568
3,pod,1,1,1,6,0.8450980400142568,0.8450980400142568
3,power,1,1,3,6,0.47712125471966244,0.47712125471966244
3,problem,1,1,3,6,0.47712125471966244,0.47712125471966244
3,process,1,1,4,6,0.3979400086720376,0.3979400086720376
3,prompt,1,1,5,6,0.3424226808222063,0.3424226808222063
3,propos,1,1,5,6,0.3424226808222063,0.3424226808222063
3,real,1,1,1,6,0.8450980400142568,0.8450980400142568
3,reason,1,1,1,6,0.8450980400142568,0.8450980400142568
3,recommend,1,1,2,6,0.6020599913279624,0.6020599913279624
3,reduc,1,1,2,6,0.6020599913279624,0.6020599913279624
3,requir,1,1,1,6,0.8450980400142568,0.8450980400142568
3,research,1,1,2,6,0.6020599913279624,0.6020599913279624
3,respons,1,1,1,6,0.8450980400142568,0.8450980400142568
3,result,1,1,4,6,0.3979400086720376,0.3979400086720376
3,sequenti,1,1,2,6,0.6020599913279624,0.6020599913279624
3,set,1,1,3,6,0.47712125471966244,0.47712125471966244
3,significantli,1,1,3,6,0.47712125471966244,0.47712125471966244
3,specif,1,1,1,6,0.8450980400142568,0.8450980400142568
3,step,1,1,1,6,0.8450980400142568,0.8450980400142568
3,strategi,1,1,4,6,0.3979400086720376,0.3979400086720376
3,system,1,1,2,6,0.6020599913279624,0.6020599913279624
3,take,1,1,3,6,0.47712125471966244,0.47712125471966244
3,task,1,1,5,6,0.3424226808222063,0.3424226808222063
3,templat,1,1,2,6,0.6020599913279624,0.6020599913279624
3,text,1,1,3,6,0.47712125471966244,0.47712125471966244
3,three,1,1,1,6,0.8450980400142568,0.8450980400142568
3,thu,1,1,1,6,0.8450980400142568,0.8450980400142568
3,time,1,1,3,6,0.47712125471966244,0.47712125471966244
3,top,1,1,2,6,0.6020599913279624,0.6020599913279624
3,train,1,1,2,6,0.6020599913279624,0.6020599913279624
3,tune,1,1,2,6,0.6020599913279624,0.6020599913279624
3,understand,1,1,3,6,0.47712125471966244,0.47712125471966244
3,unleash,1,1,1,6,0.8450980400142568,0.8450980400142568
3,unparallel,1,1,1,6,0.8450980400142568,0.8450980400142568
3,user,1,1,4,6,0.3979400086720376,0.3979400086720376
3,usual,1,1,1,6,0.8450980400142568,0.8450980400142568
3,variou,1,1,2,6,0.6020599913279624,0.6020599913279624
3,vector,1,1,1,6,0.8450980400142568,0.8450980400142568
3,word,1,1,2,6,0.6020599913279624,0.6020599913279624
3,world,1,1,1,6,0.8450980400142568,0.8450980400142568
4,10,1,1,3,6,0.47712125471966244,0.47712125471966244
4,12,1,1,1,6,0.8450980400142568,0.8450980400142568
4,achiev,1,1,3,6,0.47712125471966244,0.47712125471966244
4,adapt,1,1,1,6,0.8450980400142568,0.8450980400142568
4,advanc,1,1,1,6,0.8450980400142568,0.8450980400142568
4,aggreg,1,1,1,6,0.8450980400142568,0.8450980400142568
4,aim,1,1,2,6,0.6020599913279624,0.6020599913279624
4,art,1,1,3,6,0.47712125471966244,0.47712125471966244
4,automat,1,1,1,6,0.8450980400142568,0.8450980400142568
4,base,1,1,6,6,0.3010299956639812,0.3010299956639812
4,beir,1,1,2,6,0.6020599913279624,0.6020599913279624
4,benchmark,1,1,4,6,0.3979400086720376,0.3979400086720376
4,boost,1,1,1,6,0.8450980400142568,0.8450980400142568
4,captur,1,1,2,6,0.6020599913279624,0.6020599913279624
4,cluster,1,1,1,6,0.8450980400142568,0.8450980400142568
4,combin,1,1,2,6,0.6020599913279624,0.6020599913279624
4,complet,1,1,1,6,0.8450980400142568,0.8450980400142568
4,constrain,1,1,1,6,0.8450980400142568,0.8450980400142568
4,crucial,1,1,1,6,0.8450980400142568,0.8450980400142568
4,custom,1,1,1,6,0.8450980400142568,0.8450980400142568
4,demonstr,1,1,3,6,0.47712125471966244,0.47712125471966244
4,differenti,1,1,1,6,0.8450980400142568,0.8450980400142568
4,distinctli,1,1,1,6,0.8450980400142568,0.8450980400142568
4,divers,1,1,1,6,0.8450980400142568,0.8450980400142568
4,effect,1,1,3,6,0.47712125471966244,0.47712125471966244
4,empir,1,1,1,6,0.8450980400142568,0.8450980400142568
4,enhanc,1,1,2,6,0.6020599913279624,0.6020599913279624
4,evalu,1,1,3,6,0.47712125471966244,0.47712125471966244
4,expans,1,1,1,6,0.8450980400142568,0.8450980400142568
4,experi,1,1,3,6,0.47712125471966244,0.47712125471966244
4,explor,1,1,2,6,0.6020599913279624,0.6020599913279624
4,feedback,1,1,2,6,0.6020599913279624,0.6020599913279624
4,field,1,1,1,6,0.8450980400142568,0.8450980400142568
4,first,1,1,3,6,0.47712125471966244,0.47712125471966244
4,framework,1,1,1,6,0.8450980400142568,0.8450980400142568
4,furthermor,1,1,2,6,0.6020599913279624,0.6020599913279624
4,gencrf,1,1,1,6,0.8450980400142568,0.8450980400142568
4,gener,1,1,4,6,0.3979400086720376,0.3979400086720376
4,group,1,1,1,6,0.8450980400142568,0.8450980400142568
4,improv,1,1,4,6,0.3979400086720376,0.3979400086720376
4,inform,1,1,4,6,0.3979400086720376,0.3979400086720376
4,initi,1,1,1,6,0.8450980400142568,0.8450980400142568
4,innov,1,1,1,6,0.8450980400142568,0.8450980400142568
4,input,1,1,3,6,0.47712125471966244,0.47712125471966244
4,integr,1,1,2,6,0.6020599913279624,0.6020599913279624
4,intent,1,1,2,6,0.6020599913279624,0.6020599913279624
4,ir,1,1,2,6,0.6020599913279624,0.6020599913279624
4,known,1,1,1,6,0.8450980400142568,0.8450980400142568
4,languag,1,1,6,6,0.3010299956639812,0.3010299956639812
4,larg,1,1,6,6,0.3010299956639812,0.3010299956639812
4,leverag,1,1,3,6,0.47712125471966244,0.47712125471966244
4,limit,1,1,2,6,0.6020599913279624,0.6020599913279624
4,llm,1,1,5,6,0.3424226808222063,0.3424226808222063
4,loop,1,1,1,6,0.8450980400142568,0.8450980400142568
4,method,1,1,2,6,0.6020599913279624,0.6020599913279624
4,model,1,1,6,6,0.3010299956639812,0.3010299956639812
4,modifi,1,1,1,6,0.8450980400142568,0.8450980400142568
4,multipl,1,1,3,6,0.47712125471966244,0.47712125471966244
4,ndcg,1,1,4,6,0.3979400086720376,0.3979400086720376
4,novel,1,1,2,6,0.6020599913279624,0.6020599913279624
4,often,1,1,1,6,0.8450980400142568,0.8450980400142568
4,optim,1,1,1,6,0.8450980400142568,0.8450980400142568
4,paper,1,1,4,6,0.3979400086720376,0.3979400086720376
4,perform,1,1,3,6,0.47712125471966244,0.47712125471966244
4,phase,1,1,1,6,0.8450980400142568,0.8450980400142568
4,potenti,1,1,2,6,0.6020599913279624,0.6020599913279624
4,previou,1,1,3,6,0.47712125471966244,0.47712125471966244
4,problem,1,1,3,6,0.47712125471966244,0.47712125471966244
4,process,1,1,4,6,0.3979400086720376,0.3979400086720376
4,prompt,1,1,5,6,0.3424226808222063,0.3424226808222063
4,propos,1,1,5,6,0.3424226808222063,0.3424226808222063
4,qerm,1,1,1,6,0.8450980400142568,0.8450980400142568
4,queri,1,1,4,6,0.3979400086720376,0.3979400086720376
4,rate,1,1,1,6,0.8450980400142568,0.8450980400142568
4,recent,1,1,4,6,0.3979400086720376,0.3979400086720376
4,redund,1,1,1,6,0.8450980400142568,0.8450980400142568
4,refin,1,1,1,6,0.8450980400142568,0.8450980400142568
4,reformul,1,1,2,6,0.6020599913279624,0.6020599913279624
4,repres,1,1,2,6,0.6020599913279624,0.6020599913279624
4,retriev,1,1,2,6,0.6020599913279624,0.6020599913279624
4,reward,1,1,1,6,0.8450980400142568,0.8450980400142568
4,search,1,1,3,6,0.47712125471966244,0.47712125471966244
4,significantli,1,1,3,6,0.47712125471966244,0.47712125471966244
4,singl,1,1,1,6,0.8450980400142568,0.8450980400142568
4,sota,1,1,1,6,0.8450980400142568,0.8450980400142568
4,state,1,1,3,6,0.47712125471966244,0.47712125471966244
4,strategi,1,1,4,6,0.3979400086720376,0.3979400086720376
4,success,1,1,2,6,0.6020599913279624,0.6020599913279624
4,surpass,1,1,1,6,0.8450980400142568,0.8450980400142568
4,techniqu,1,1,4,6,0.3979400086720376,0.3979400086720376
4,time,1,1,3,6,0.47712125471966244,0.47712125471966244
4,use,1,1,5,6,0.3424226808222063,0.3424226808222063
4,user,1,1,4,6,0.3979400086720376,0.3979400086720376
4,variabl,1,1,1,6,0.8450980400142568,0.8450980400142568
4,variou,1,1,2,6,0.6020599913279624,0.6020599913279624
4,weight,1,1,1,6,0.8450980400142568,0.8450980400142568
4,well,1,1,1,6,0.8450980400142568,0.8450980400142568
5,abil,1,1,2,6,0.6020599913279624,0.6020599913279624
5,achiev,1,1,3,6,0.47712125471966244,0.47712125471966244
5,action,1,1,1,6,0.8450980400142568,0.8450980400142568
5,advantag,1,1,1,6,0.8450980400142568,0.8450980400142568
5,aim,1,1,2,6,0.6020599913279624,0.6020599913279624
5,allow,1,1,2,6,0.6020599913279624,0.6020599913279624
5,also,1,1,2,6,0.6020599913279624,0.6020599913279624
5,analysi,1,1,1,6,0.8450980400142568,0.8450980400142568
5,aol,1,1,1,6,0.8450980400142568,0.8450980400142568
5,approach,1,1,4,6,0.3979400086720376,0.3979400086720376
5,base,1,1,6,6,0.3010299956639812,0.3010299956639812
5,benchmark,1,1,4,6,0.3979400086720376,0.3979400086720376
5,bridg,1,1,2,6,0.6020599913279624,0.6020599913279624
5,captur,1,1,2,6,0.6020599913279624,0.6020599913279624
5,coars,1,1,1,6,0.8450980400142568,0.8450980400142568
5,complex,1,1,2,6,0.6020599913279624,0.6020599913279624
5,comprehens,1,1,1,6,0.8450980400142568,0.8450980400142568
5,concret,1,1,1,6,0.8450980400142568,0.8450980400142568
5,confirm,1,1,1,6,0.8450980400142568,0.8450980400142568
5,content,1,1,1,6,0.8450980400142568,0.8450980400142568
5,contrast,1,1,1,6,0.8450980400142568,0.8450980400142568
5,convert,1,1,1,6,0.8450980400142568,0.8450980400142568
5,corpora,1,1,1,6,0.8450980400142568,0.8450980400142568
5,current,1,1,1,6,0.8450980400142568,0.8450980400142568
5,dataset,1,1,4,6,0.3979400086720376,0.3979400086720376
5,deep,1,1,1,6,0.8450980400142568,0.8450980400142568
5,discrep,1,1,1,6,0.8450980400142568,0.8450980400142568
5,document,1,1,3,6,0.47712125471966244,0.47712125471966244
5,effect,1,1,3,6,0.47712125471966244,0.47712125471966244
5,enabl,1,1,1,6,0.8450980400142568,0.8450980400142568
5,enhanc,1,1,2,6,0.6020599913279624,0.6020599913279624
5,experi,1,1,3,6,0.47712125471966244,0.47712125471966244
5,fine,1,1,3,6,0.47712125471966244,0.47712125471966244
5,first,1,1,3,6,0.47712125471966244,0.47712125471966244
5,focu,1,1,1,6,0.8450980400142568,0.8450980400142568
5,format,1,1,1,6,0.8450980400142568,0.8450980400142568
5,fulfil,1,1,1,6,0.8450980400142568,0.8450980400142568
5,gap,1,1,1,6,0.8450980400142568,0.8450980400142568
5,gener,1,1,4,6,0.3979400086720376,0.3979400086720376
5,given,1,1,2,6,0.6020599913279624,0.6020599913279624
5,grain,1,1,1,6,0.8450980400142568,0.8450980400142568
5,grammar,1,1,1,6,0.8450980400142568,0.8450980400142568
5,graph,1,1,1,6,0.8450980400142568,0.8450980400142568
5,histori,1,1,1,6,0.8450980400142568,0.8450980400142568
5,includ,1,1,1,6,0.8450980400142568,0.8450980400142568
5,inform,1,1,4,6,0.3979400086720376,0.3979400086720376
5,input,1,1,3,6,0.47712125471966244,0.47712125471966244
5,instruct,1,1,2,6,0.6020599913279624,0.6020599913279624
5,integr,1,1,2,6,0.6020599913279624,0.6020599913279624
5,interact,1,1,1,6,0.8450980400142568,0.8450980400142568
5,introduc,1,1,2,6,0.6020599913279624,0.6020599913279624
5,involv,1,1,1,6,0.8450980400142568,0.8450980400142568
5,languag,1,1,6,6,0.3010299956639812,0.3010299956639812
5,larg,1,1,6,6,0.3010299956639812,0.3010299956639812
5,learn,1,1,1,6,0.8450980400142568,0.8450980400142568
5,level,1,1,1,6,0.8450980400142568,0.8450980400142568
5,leverag,1,1,3,6,0.47712125471966244,0.47712125471966244
5,link,1,1,1,6,0.8450980400142568,0.8450980400142568
5,llm,1,1,5,6,0.3424226808222063,0.3424226808222063
5,methodolog,1,1,1,6,0.8450980400142568,0.8450980400142568
5,model,1,1,6,6,0.3010299956639812,0.3010299956639812
5,modern,1,1,1,6,0.8450980400142568,0.8450980400142568
5,moreov,1,1,1,6,0.8450980400142568,0.8450980400142568
5,natur,1,1,2,6,0.6020599913279624,0.6020599913279624
5,need,1,1,2,6,0.6020599913279624,0.6020599913279624
5,neglect,1,1,1,6,0.8450980400142568,0.8450980400142568
5,node,1,1,1,6,0.8450980400142568,0.8450980400142568
5,novel,1,1,2,6,0.6020599913279624,0.6020599913279624
5,object,1,1,1,6,0.8450980400142568,0.8450980400142568
