doc_number,token,freq,max_freq,n,N,log_factor,poids
5,offer,1,1,1,6,0.8450980400142568,0.8450980400142568
5,overlook,1,1,1,6,0.8450980400142568,0.8450980400142568
5,paper,1,1,4,6,0.3979400086720376,0.3979400086720376
5,paradigm,1,1,1,6,0.8450980400142568,0.8450980400142568
5,power,1,1,3,6,0.47712125471966244,0.47712125471966244
5,pre,1,1,1,6,0.8450980400142568,0.8450980400142568
5,predict,1,1,1,6,0.8450980400142568,0.8450980400142568
5,priorit,1,1,1,6,0.8450980400142568,0.8450980400142568
5,process,1,1,4,6,0.3979400086720376,0.3979400086720376
5,produc,1,1,1,6,0.8450980400142568,0.8450980400142568
5,propos,1,1,5,6,0.3424226808222063,0.3424226808222063
5,queri,1,1,4,6,0.3979400086720376,0.3979400086720376
5,ranker,1,1,2,6,0.6020599913279624,0.6020599913279624
5,recent,1,1,4,6,0.3979400086720376,0.3979400086720376
5,represent,1,1,2,6,0.6020599913279624,0.6020599913279624
5,result,1,1,4,6,0.3979400086720376,0.3979400086720376
5,rule,1,1,1,6,0.8450980400142568,0.8450980400142568
5,seamlessli,1,1,1,6,0.8450980400142568,0.8450980400142568
5,search,1,1,3,6,0.47712125471966244,0.47712125471966244
5,self,1,1,1,6,0.8450980400142568,0.8450980400142568
5,semant,1,1,1,6,0.8450980400142568,0.8450980400142568
5,sequenti,1,1,2,6,0.6020599913279624,0.6020599913279624
5,seri,1,1,1,6,0.8450980400142568,0.8450980400142568
5,session,1,1,1,6,0.8450980400142568,0.8450980400142568
5,set,1,1,3,6,0.47712125471966244,0.47712125471966244
5,sgr,1,1,1,6,0.8450980400142568,0.8450980400142568
5,st,1,1,1,6,0.8450980400142568,0.8450980400142568
5,strategi,1,1,4,6,0.3979400086720376,0.3979400086720376
5,structur,1,1,1,6,0.8450980400142568,0.8450980400142568
5,superior,1,1,1,6,0.8450980400142568,0.8450980400142568
5,supervis,1,1,2,6,0.6020599913279624,0.6020599913279624
5,symbol,1,1,1,6,0.8450980400142568,0.8450980400142568
5,take,1,1,3,6,0.47712125471966244,0.47712125471966244
5,task,1,1,5,6,0.3424226808222063,0.3424226808222063
5,text,1,1,3,6,0.47712125471966244,0.47712125471966244
5,textual,1,1,1,6,0.8450980400142568,0.8450980400142568
5,tiangong,1,1,1,6,0.8450980400142568,0.8450980400142568
5,topolog,1,1,1,6,0.8450980400142568,0.8450980400142568
5,tradit,1,1,2,6,0.6020599913279624,0.6020599913279624
5,train,1,1,2,6,0.6020599913279624,0.6020599913279624
5,two,1,1,1,6,0.8450980400142568,0.8450980400142568
5,typic,1,1,1,6,0.8450980400142568,0.8450980400142568
5,understand,1,1,3,6,0.47712125471966244,0.47712125471966244
5,use,1,1,5,6,0.3424226808222063,0.3424226808222063
5,user,1,1,4,6,0.3979400086720376,0.3979400086720376
5,within,1,1,1,6,0.8450980400142568,0.8450980400142568
5,word,1,1,2,6,0.6020599913279624,0.6020599913279624
6,1,1,1,1,6,0.8450980400142568,0.8450980400142568
6,3.5,1,1,1,6,0.8450980400142568,0.8450980400142568
6,alpaca,1,1,1,6,0.8450980400142568,0.8450980400142568
6,author,1,1,1,6,0.8450980400142568,0.8450980400142568
6,base,1,1,6,6,0.3010299956639812,0.3010299956639812
6,book,1,1,1,6,0.8450980400142568,0.8450980400142568
6,captiv,1,1,1,6,0.8450980400142568,0.8450980400142568
6,cast,1,1,1,6,0.8450980400142568,0.8450980400142568
6,combin,1,1,2,6,0.6020599913279624,0.6020599913279624
6,compar,1,1,1,6,0.8450980400142568,0.8450980400142568
6,compris,1,1,1,6,0.8450980400142568,0.8450980400142568
6,concis,1,1,1,6,0.8450980400142568,0.8450980400142568
6,conduct,1,1,1,6,0.8450980400142568,0.8450980400142568
6,consid,1,1,1,6,0.8450980400142568,0.8450980400142568
6,consist,1,1,1,6,0.8450980400142568,0.8450980400142568
6,consum,1,1,1,6,0.8450980400142568,0.8450980400142568
6,data,1,1,1,6,0.8450980400142568,0.8450980400142568
6,dataset,1,1,4,6,0.3979400086720376,0.3979400086720376
6,demonstr,1,1,3,6,0.47712125471966244,0.47712125471966244
6,descript,1,1,1,6,0.8450980400142568,0.8450980400142568
6,detail,1,1,1,6,0.8450980400142568,0.8450980400142568
6,director,1,1,1,6,0.8450980400142568,0.8450980400142568
6,emerg,1,1,1,6,0.8450980400142568,0.8450980400142568
6,essenti,1,1,1,6,0.8450980400142568,0.8450980400142568
6,evalu,1,1,3,6,0.47712125471966244,0.47712125471966244
6,exhibit,1,1,1,6,0.8450980400142568,0.8450980400142568
6,explor,1,1,2,6,0.6020599913279624,0.6020599913279624
6,featur,1,1,1,6,0.8450980400142568,0.8450980400142568
6,gener,1,1,4,6,0.3979400086720376,0.3979400086720376
6,goodread,1,1,1,6,0.8450980400142568,0.8450980400142568
6,gpt,1,1,2,6,0.6020599913279624,0.6020599913279624
6,hit,1,1,1,6,0.8450980400142568,0.8450980400142568
6,inconsist,1,1,1,6,0.8450980400142568,0.8450980400142568
6,inform,1,1,4,6,0.3979400086720376,0.3979400086720376
6,item,1,1,2,6,0.6020599913279624,0.6020599913279624
6,languag,1,1,6,6,0.3010299956639812,0.3010299956639812
6,larg,1,1,6,6,0.3010299956639812,0.3010299956639812
6,like,1,1,1,6,0.8450980400142568,0.8450980400142568
6,llm,1,1,5,6,0.3424226808222063,0.3424226808222063
6,manual,1,1,1,6,0.8450980400142568,0.8450980400142568
6,metric,1,1,2,6,0.6020599913279624,0.6020599913279624
6,ml,1,1,1,6,0.8450980400142568,0.8450980400142568
6,model,1,1,6,6,0.3010299956639812,0.3010299956639812
6,movi,1,1,1,6,0.8450980400142568,0.8450980400142568
6,movielen,1,1,1,6,0.8450980400142568,0.8450980400142568
6,mrr,1,1,2,6,0.6020599913279624,0.6020599913279624
6,multipl,1,1,3,6,0.47712125471966244,0.47712125471966244
6,name,1,1,1,6,0.8450980400142568,0.8450980400142568
6,natur,1,1,2,6,0.6020599913279624,0.6020599913279624
6,ndcg,1,1,4,6,0.3979400086720376,0.3979400086720376
6,obtain,1,1,1,6,0.8450980400142568,0.8450980400142568
6,one,1,1,1,6,0.8450980400142568,0.8450980400142568
6,open,1,1,2,6,0.6020599913279624,0.6020599913279624
6,paper,1,1,4,6,0.3979400086720376,0.3979400086720376
6,pivot,1,1,1,6,0.8450980400142568,0.8450980400142568
6,play,1,1,1,6,0.8450980400142568,0.8450980400142568
6,potenti,1,1,2,6,0.6020599913279624,0.6020599913279624
6,power,1,1,3,6,0.47712125471966244,0.47712125471966244
6,process,1,1,4,6,0.3979400086720376,0.3979400086720376
6,promis,1,1,2,6,0.6020599913279624,0.6020599913279624
6,prompt,1,1,5,6,0.3424226808222063,0.3424226808222063
6,provid,1,1,1,6,0.8450980400142568,0.8450980400142568
6,publish,1,1,1,6,0.8450980400142568,0.8450980400142568
6,recent,1,1,4,6,0.3979400086720376,0.3979400086720376
6,recommend,1,1,2,6,0.6020599913279624,0.6020599913279624
6,result,1,1,4,6,0.3979400086720376,0.3979400086720376
6,role,1,1,1,6,0.8450980400142568,0.8450980400142568
6,scrape,1,1,1,6,0.8450980400142568,0.8450980400142568
6,shot,1,1,2,6,0.6020599913279624,0.6020599913279624
6,signific,1,1,1,6,0.8450980400142568,0.8450980400142568
6,sourc,1,1,2,6,0.6020599913279624,0.6020599913279624
6,studi,1,1,1,6,0.8450980400142568,0.8450980400142568
6,subsequ,1,1,1,6,0.8450980400142568,0.8450980400142568
6,summari,1,1,1,6,0.8450980400142568,0.8450980400142568
6,suscept,1,1,1,6,0.8450980400142568,0.8450980400142568
6,system,1,1,2,6,0.6020599913279624,0.6020599913279624
6,task,1,1,5,6,0.3424226808222063,0.3424226808222063
6,techniqu,1,1,4,6,0.3979400086720376,0.3979400086720376
6,time,1,1,3,6,0.47712125471966244,0.47712125471966244
6,titl,1,1,1,6,0.8450980400142568,0.8450980400142568
6,tool,1,1,1,6,0.8450980400142568,0.8450980400142568
6,top,1,1,2,6,0.6020599913279624,0.6020599913279624
6,tradit,1,1,2,6,0.6020599913279624,0.6020599913279624
6,use,1,1,5,6,0.3424226808222063,0.3424226808222063
6,viewer,1,1,1,6,0.8450980400142568,0.8450980400142568
6,web,1,1,1,6,0.8450980400142568,0.8450980400142568
6,year,1,1,1,6,0.8450980400142568,0.8450980400142568
