Token,Fréquence du terme,Fréquence max,Nombre de documents dans la collection,Nombre de documents contenant le terme,log10,Poids du terme (TF-IDF)
models,1,6,6,5,0.3424226808222063,0.05707044680370105
modifying,1,6,6,1,0.8450980400142568,0.14084967333570947
multiple,1,6,6,3,0.47712125471966244,0.07952020911994373
ndcg@10.,1,6,6,2,0.6020599913279624,0.10034333188799373
novel,1,6,6,2,0.6020599913279624,0.10034333188799373
often,1,6,6,1,0.8450980400142568,0.14084967333570947
optimize,1,6,6,1,0.8450980400142568,0.14084967333570947
"paper,",1,6,6,4,0.3979400086720376,0.06632333477867293
performance,2,6,6,2,0.6020599913279624,0.20068666377598746
"performance,",1,6,6,1,0.8450980400142568,0.14084967333570947
phase,1,6,6,1,0.8450980400142568,0.14084967333570947
potentially,1,6,6,1,0.8450980400142568,0.14084967333570947
previous,1,6,6,3,0.47712125471966244,0.07952020911994373
problem,1,6,6,1,0.8450980400142568,0.14084967333570947
process,1,6,6,1,0.8450980400142568,0.14084967333570947
"prompts,",1,6,6,1,0.8450980400142568,0.14084967333570947
propose,1,6,6,5,0.3424226808222063,0.05707044680370105
queries,2,6,6,2,0.6020599913279624,0.20068666377598746
query,6,6,6,3,0.47712125471966244,0.47712125471966244
query.,1,6,6,1,0.8450980400142568,0.14084967333570947
rate,1,6,6,1,0.8450980400142568,0.14084967333570947
recent,1,6,6,3,0.47712125471966244,0.07952020911994373
redundant,1,6,6,1,0.8450980400142568,0.14084967333570947
refine,1,6,6,1,0.8450980400142568,0.14084967333570947
reformulation,3,6,6,1,0.8450980400142568,0.4225490200071284
"reformulation,",1,6,6,1,0.8450980400142568,0.14084967333570947
represent,1,6,6,1,0.8450980400142568,0.14084967333570947
retrieval,3,6,6,2,0.6020599913279624,0.3010299956639812
retrieval.,1,6,6,1,0.8450980400142568,0.14084967333570947
retriever,1,6,6,1,0.8450980400142568,0.14084967333570947
rewarding,1,6,6,1,0.8450980400142568,0.14084967333570947
search,1,6,6,3,0.47712125471966244,0.07952020911994373
significantly,1,6,6,3,0.47712125471966244,0.07952020911994373
single,1,6,6,1,0.8450980400142568,0.14084967333570947
sotas,1,6,6,1,0.8450980400142568,0.14084967333570947
state-of-the-art,1,6,6,2,0.6020599913279624,0.10034333188799373
strategies,1,6,6,3,0.47712125471966244,0.07952020911994373
successful,1,6,6,1,0.8450980400142568,0.14084967333570947
surpassing,1,6,6,1,0.8450980400142568,0.14084967333570947
techniques,1,6,6,2,0.6020599913279624,0.10034333188799373
time.,1,6,6,2,0.6020599913279624,0.10034333188799373
user's,1,6,6,2,0.6020599913279624,0.10034333188799373
using,1,6,6,5,0.3424226808222063,0.05707044680370105
variable,1,6,6,1,0.8450980400142568,0.14084967333570947
various,1,6,6,2,0.6020599913279624,0.10034333188799373
weighted,1,6,6,1,0.8450980400142568,0.14084967333570947
well-generated,1,6,6,1,0.8450980400142568,0.14084967333570947
well-known,1,6,6,1,0.8450980400142568,0.14084967333570947
