Token,Fréquence du terme,Fréquence max,Nombre de documents dans la collection,Nombre de documents contenant le terme,log10,Poids du terme (TF-IDF)
"llms,",1,8,6,1,0.8450980400142568,0.1056372550017821
loops.,1,8,6,1,0.8450980400142568,0.1056372550017821
method,1,8,6,2,0.6020599913279624,0.0752574989159953
model,2,8,6,5,0.3424226808222063,0.08560567020555157
modifi,1,8,6,1,0.8450980400142568,0.1056372550017821
multipl,1,8,6,3,0.47712125471966244,0.059640156839957804
ndcg@10.,1,8,6,2,0.6020599913279624,0.0752574989159953
novel,1,8,6,2,0.6020599913279624,0.0752574989159953
often,1,8,6,1,0.8450980400142568,0.1056372550017821
optim,1,8,6,1,0.8450980400142568,0.1056372550017821
"paper,",1,8,6,4,0.3979400086720376,0.0497425010840047
perform,2,8,6,2,0.6020599913279624,0.1505149978319906
"performance,",1,8,6,1,0.8450980400142568,0.1056372550017821
phase,1,8,6,1,0.8450980400142568,0.1056372550017821
potenti,1,8,6,2,0.6020599913279624,0.0752574989159953
previou,1,8,6,3,0.47712125471966244,0.059640156839957804
problem,1,8,6,1,0.8450980400142568,0.1056372550017821
process,1,8,6,2,0.6020599913279624,0.0752574989159953
"prompts,",1,8,6,1,0.8450980400142568,0.1056372550017821
propos,1,8,6,5,0.3424226808222063,0.042802835102775785
queri,8,8,6,4,0.3979400086720376,0.3979400086720376
query.,1,8,6,1,0.8450980400142568,0.1056372550017821
rate,1,8,6,1,0.8450980400142568,0.1056372550017821
recent,1,8,6,3,0.47712125471966244,0.059640156839957804
redund,1,8,6,1,0.8450980400142568,0.1056372550017821
refin,1,8,6,1,0.8450980400142568,0.1056372550017821
reformul,3,8,6,2,0.6020599913279624,0.22577249674798588
"reformulation,",1,8,6,1,0.8450980400142568,0.1056372550017821
repres,1,8,6,1,0.8450980400142568,0.1056372550017821
retriev,4,8,6,2,0.6020599913279624,0.3010299956639812
retrieval.,1,8,6,1,0.8450980400142568,0.1056372550017821
reward,1,8,6,1,0.8450980400142568,0.1056372550017821
search,1,8,6,3,0.47712125471966244,0.059640156839957804
significantli,1,8,6,3,0.47712125471966244,0.059640156839957804
singl,1,8,6,1,0.8450980400142568,0.1056372550017821
sota,1,8,6,1,0.8450980400142568,0.1056372550017821
state-of-the-art,1,8,6,2,0.6020599913279624,0.0752574989159953
strategi,1,8,6,4,0.3979400086720376,0.0497425010840047
success,1,8,6,2,0.6020599913279624,0.0752574989159953
surpass,1,8,6,1,0.8450980400142568,0.1056372550017821
techniqu,1,8,6,3,0.47712125471966244,0.059640156839957804
time.,1,8,6,2,0.6020599913279624,0.0752574989159953
use,1,8,6,5,0.3424226808222063,0.042802835102775785
user',1,8,6,2,0.6020599913279624,0.0752574989159953
variabl,1,8,6,1,0.8450980400142568,0.1056372550017821
variou,1,8,6,2,0.6020599913279624,0.0752574989159953
weight,1,8,6,1,0.8450980400142568,0.1056372550017821
well-gener,1,8,6,1,0.8450980400142568,0.1056372550017821
well-known,1,8,6,1,0.8450980400142568,0.1056372550017821
