Token,Fréquence du terme,Fréquence max,Nombre de documents dans la collection,Nombre de documents contenant le terme,log10,Poids du terme (TF-IDF)
10,1,7,6,3,0.47712125471966244,0.06816017924566606
12,1,7,6,1,0.8450980400142568,0.1207282914306081
achieves,1,7,6,1,0.8450980400142568,0.1207282914306081
adapted,1,7,6,1,0.8450980400142568,0.1207282914306081
adaptively,1,7,6,1,0.8450980400142568,0.1207282914306081
advancing,1,7,6,1,0.8450980400142568,0.1207282914306081
aggregation,1,7,6,1,0.8450980400142568,0.1207282914306081
aimed,1,7,6,1,0.8450980400142568,0.1207282914306081
art,1,7,6,3,0.47712125471966244,0.06816017924566606
automatically,1,7,6,1,0.8450980400142568,0.1207282914306081
based,1,7,6,6,0.3010299956639812,0.043004285094854454
beir,1,7,6,2,0.6020599913279624,0.08600857018970891
benchmark,1,7,6,3,0.47712125471966244,0.06816017924566606
boosting,1,7,6,1,0.8450980400142568,0.1207282914306081
capture,1,7,6,2,0.6020599913279624,0.08600857018970891
capturing,1,7,6,2,0.6020599913279624,0.08600857018970891
clustering,1,7,6,1,0.8450980400142568,0.1207282914306081
clusters,1,7,6,1,0.8450980400142568,0.1207282914306081
combine,1,7,6,1,0.8450980400142568,0.1207282914306081
completion,1,7,6,1,0.8450980400142568,0.1207282914306081
constraining,1,7,6,1,0.8450980400142568,0.1207282914306081
crucially,1,7,6,1,0.8450980400142568,0.1207282914306081
customized,1,7,6,1,0.8450980400142568,0.1207282914306081
demonstrate,1,7,6,2,0.6020599913279624,0.08600857018970891
differentiated,1,7,6,1,0.8450980400142568,0.1207282914306081
distinctly,1,7,6,1,0.8450980400142568,0.1207282914306081
diverse,4,7,6,1,0.8450980400142568,0.4829131657224324
effectiveness,1,7,6,2,0.6020599913279624,0.08600857018970891
empirical,1,7,6,1,0.8450980400142568,0.1207282914306081
enhancing,1,7,6,1,0.8450980400142568,0.1207282914306081
evaluation,1,7,6,2,0.6020599913279624,0.08600857018970891
expansions,1,7,6,1,0.8450980400142568,0.1207282914306081
