Token,Fréquence du terme,Fréquence max,Nombre de documents dans la collection,Nombre de documents contenant le terme,log10,Poids du terme (TF-IDF)
given,1,4,6,2,0.47712125471966244,0.11928031367991561
natur,1,4,6,2,0.47712125471966244,0.11928031367991561
discrep,1,4,6,1,0.7781512503836436,0.1945378125959109
llm,2,4,6,5,0.07918124604762482,0.03959062302381241
pre-train,1,4,6,1,0.7781512503836436,0.1945378125959109
textual,2,4,6,1,0.7781512503836436,0.3890756251918218
"corpora,",1,4,6,1,0.7781512503836436,0.1945378125959109
produc,1,4,6,1,0.7781512503836436,0.1945378125959109
graph-to-text,1,4,6,1,0.7781512503836436,0.1945378125959109
"grammar,",1,4,6,1,0.7781512503836436,0.1945378125959109
object,1,4,6,1,0.7781512503836436,0.1945378125959109
enhanc,1,4,6,2,0.47712125471966244,0.11928031367991561
llms',1,4,6,1,0.7781512503836436,0.1945378125959109
abil,1,4,6,2,0.47712125471966244,0.11928031367991561
within,1,4,6,1,0.7781512503836436,0.1945378125959109
format.,1,4,6,1,0.7781512503836436,0.1945378125959109
to,1,4,6,3,0.3010299956639812,0.0752574989159953
achiev,1,4,6,3,0.3010299956639812,0.0752574989159953
"this,",1,4,6,1,0.7781512503836436,0.1945378125959109
self-supervis,1,4,6,1,0.7781512503836436,0.1945378125959109
learn,1,4,6,1,0.7781512503836436,0.1945378125959109
includ,1,4,6,1,0.7781512503836436,0.1945378125959109
link,1,4,6,1,0.7781512503836436,0.1945378125959109
"prediction,",1,4,6,1,0.7781512503836436,0.1945378125959109
node,1,4,6,1,0.7781512503836436,0.1945378125959109
content,1,4,6,1,0.7781512503836436,0.1945378125959109
"generation,",1,4,6,1,0.7781512503836436,0.1945378125959109
contrast,1,4,6,1,0.7781512503836436,0.1945378125959109
"learning,",1,4,6,1,0.7781512503836436,0.1945378125959109
enabl,1,4,6,1,0.7781512503836436,0.1945378125959109
topolog,1,4,6,1,0.7781512503836436,0.1945378125959109
coarse-grain,1,4,6,1,0.7781512503836436,0.1945378125959109
fine-grained.,1,4,6,1,0.7781512503836436,0.1945378125959109
experi,1,4,6,2,0.47712125471966244,0.11928031367991561
result,1,4,6,4,0.17609125905568124,0.04402281476392031
comprehens,1,4,6,1,0.7781512503836436,0.1945378125959109
analysi,1,4,6,1,0.7781512503836436,0.1945378125959109
two,1,4,6,1,0.7781512503836436,0.1945378125959109
benchmark,1,4,6,3,0.3010299956639812,0.0752574989159953
"datasets,",1,4,6,1,0.7781512503836436,0.1945378125959109
aol,1,4,6,1,0.7781512503836436,0.1945378125959109
"tiangong-st,",1,4,6,1,0.7781512503836436,0.1945378125959109
confirm,1,4,6,1,0.7781512503836436,0.1945378125959109
superior,1,4,6,1,0.7781512503836436,0.1945378125959109
approach.,1,4,6,1,0.7781512503836436,0.1945378125959109
our,1,4,6,2,0.47712125471966244,0.11928031367991561
paradigm,1,4,6,1,0.7781512503836436,0.1945378125959109
also,1,4,6,2,0.47712125471966244,0.11928031367991561
offer,1,4,6,1,0.7781512503836436,0.1945378125959109
novel,1,4,6,2,0.47712125471966244,0.11928031367991561
effect,1,4,6,3,0.3010299956639812,0.0752574989159953
methodolog,1,4,6,1,0.7781512503836436,0.1945378125959109
bridg,1,4,6,2,0.47712125471966244,0.11928031367991561
gap,1,4,6,1,0.7781512503836436,0.1945378125959109
tradit,1,4,6,1,0.7781512503836436,0.1945378125959109
modern,1,4,6,1,0.7781512503836436,0.1945378125959109
llms.,1,4,6,2,0.47712125471966244,0.11928031367991561
